,comment,sentimen
214,"Masya allah pak sungguh mulia hatimu bantu trz rakyatmu pak 
Sehat selalu pak prabowo we love u ❤❤❤❤",Positive
215,"sa) smdehat bustbzbapak presiden, tolong ingat ya Pak bagi yg pensiunyg dapat uang pensiun kecil. brafo Pak",Neutral
216,"Terima kasih Pak Presiden RI
Pak Prabowo Subianto ❤️🙏
Tidak salah rakyat Indonesia mengangkat BPK menjadi pemimpin bangsa Indonesia...
Bpk Prabowo Subianto adalah yg terbaik..
Kami rakyat Indonesia, terkhusus kami sebagai guru selalu mendoakan yg terbaik utk bpk.. supaya bpk bisa duduk dua putaran Ammiiinn... 🙏🥰🥰🥰",Neutral
217,"Trimakasih banyak pak Presiden Prabowo, sangat baik presiden kita. di beri kesehatan. lanjut periode 2",Neutral
218,"Ini maksudnya tambahan kesejahteraan di luar tunjangan Sertifikasi?
Jika ini maksudnya adlah tunjagn sertfikasi 1x gaji pokok, ya sama saja dg yg dulu, gak ada tambahan apa apa dong utk guru ASN?",Neutral
219,"Jangan hanya pegawai negeri dong yg selalu naik gaji, kita sebagai masyarakat juga butuh kesejahteraan, kami sebagai rakyat kecil juga butuh biaya menyekolahkan putra putri kami,coba carikan kami solusi dong?",Neutral
220,"Setelah pendidikan, kesehatan pak,,aamiin",Neutral
221,Kelas,Neutral
222,"Luar biasa bpk presiden Indonesia,,presiden Indonesia seumur hidup",Neutral
223,Bp. Prabowo ❤❤❤,Neutral
224,Bapak bangsa yang sebenarnya,Neutral
225,BAPAK BANGSA,Neutral
226,Terimakasih BPK Presiden Prabowo Subianto,Neutral
227,"Intinya makin diberantas yg korupsi, makin tinggi gajih² kita... Karna si para korup ini yg bikin indo mandek,",Neutral
228,"langkah paling efektif menghilangkan cawe-cawe sebenarnya yaitu pemilu legislatif (DPR, DPRD dan DPD) di dahulukan kemudian setelah dilantik (DPR, DPRD dan DPD) baru dilaksanakan pilpres +pilkada",Neutral
229,"Banyak guru kurang ajar.!!
Apa mau dibanggakan.??",Neutral
230,Masyarakat miskin bagaimana apakah ada haknya.??,Neutral
231,Trimaksih pak prsbowo..aku trharu dgn kebijakan pak prabowo,Neutral
232,"Masya Allah..sungguh sangat"" luar biasa..Begitu ..Cerdas..tegas dn pantas
Tabarakallah..sehat sllu Bpk Presiden kami..sllu dlm lindungan Allaj Swt..Aamiin Yra🤲🤲💪💪👏🙏",Neutral
233,Mantap bapak presiden kita,Neutral
234,Semangat Pak Prabowo untuk membangun Indonesia melalui pendidikan. Tolong ruangan kelas harus berAC biar anak anak bisa konsentrasi dalem belajar.🙏🙏💪💪💪💪🥰,Neutral
235,Setuju Bangat Pak Prabowo sehat selalu Pak prabowo Amiin,Neutral
236,"itu guru2 yg ga nyoblos sambil babibuin Prabowo waktu itu, ngambil juga? malu ga?",Neutral
237,"MasyaAllah.....Dari dulu sy mengidolahkan bapak Prabowo.
Persiden luar biasa.trima kasih pak presiden😢",Neutral
238,"Alhamdulillah....semoga di ijabah dan amanah, terimakasih Bpk Peesiden ku Presiden kita rakyat Indonesia, sehat selalu dan panjang umur Pak Presiden",Neutral
239,"hahami dulu bahasanya....,  cermati....!  kalau gaji guru naik total anggaran lebih dari 130 tri.  coba saja di hitung.....  kenaikan 17 tri...,  itu kakau dihitung hanya sampai pada guru-guru yag tersetifikasi saja di tahun 2025. sejumlah 2,5 juta guru tersertifikasi baik negri maupun seasta  ditambah yang bari lulus PPG sejumlah 640 . coba dihitung.... jadi intinya yang naik hanys guru swasta  dari 1,s  menjadi 2 jt.  berarti naik 500. tapi untuk yang ASN.  YANG BARU LULUS PPG DAPAT TUNJ.  1 KALI GAJI Pokok.  tapi bagi yang sudah lama menerima yg memang sudah ada tambahannya 1 kali gaji pokok.,  semenjak jamannya Presiden SBY.   jadi tidak aneh....! berarti tidak ada kenaikan.....  ! alias zonk....!  begitu lho.....",Neutral
240,Satu kata untuk beliau...bapakku......,Neutral
241,Seneng Alhamdulillah smg nakes juga diperhatikan maaf kalo tunjangan perdaerah nakes mengikuti pendptn daerah ya ngenes 😢😢😢😢tapi kami SDH bersumpah smua demi kemanusiaan,Neutral
242,Terima kasih pak prabowo udh menaikkan gaji guru dan memusatkan nasin2 guru yg asn p3k dan non asn,Neutral
243,"Saya khawatir yuforia presiden dan mendiknas akan segera terganti dengan hujatan karena kabar yang ambigu dan menjadi kabar tidak benar. Mohon pak mendiknas segera konferensi pers untuk mempertanggungjawabkan semua. Di masyarakat bawah simpang siurnya sudah tidak karuan. Kalau guru sudah bisa paham semua, tapi justru dari kalangan bukan guru yang merespon dengan antusias dengan komentar kemana-mana.",Neutral
244,HIDUP HONORER POL PP. DAN DAMKAR🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉,Neutral
245,"berita bohong....,  tidak ada /belum ada berita nenaikan....,  itu brita hanya para guru yang baru lulus Sertifikasi...,  baik ASN maupun guru swasta.",Neutral
246,Apakah jamannya pak prabowo ini akan menjadi 3x lipat?,Neutral
247,Pak.Sby jamannya yg memperjuangkan guru dapat 2 kali gaji melalui sertifikasi,Neutral
248,Memgapa kebijakan ini hanya khusus yg dibawah naungan Kememtrian Pendidikan Dasar dan Menengah sj?   Untuk yg dibawah naungan Kementrian Agama mengapa sll diabaikan?🙏🏻,Neutral
249,Hanya pidato prabowo yg bisa mebuat saya menangis.selamatkan indonesia dari kehancuran yg disebabkan oleh pemerintahan jokowi,Neutral
250,Luar biasa semoga bapak presiden di panjangkan umurnya dan sehat selalu sehingga semua cita2nya bisa diwujudkan,Neutral
251,Maunya antara PNS dan P3K sama gak nya. Kenapa P3K tidak ada KGB dan mutasi kerja,Neutral
252,Luarbiasa .bapa presiden.  Mantap ....tangisan mu. Menggugah.  Hati kami ...semoga. Di berkati selalu ...luarbiasa ...,Neutral
253,Lebih bagus nya lagi sekolah GRATIS sampai jenjang KULIAH...biar seluruh rakyat merakan nya,Neutral
254,"Pak presiden,, hari guru tahun depan fasilitasi kami guru pedalaman Papua utk bs duduk di situ pak.... 🙏🙏",Neutral
255,❤❤sehat selalu Bapak Prabowo,Neutral
256,Mksh...bp prabowo,Neutral
257,hahaha prank ko...,Positive
258,"terimakasih pak, meski sy bukan guru,.meski sy seorang pmi,...
tnp guru kita smua ga tau apa apa.....
mulyakan para guru pak....",Neutral
259,SEMOGA GURU NGAJI MADRASAH DINIYAH JUGA TERKAFER....,Neutral
260,"Ini mungkin mulai ada tanda tanda gejala Negeri Pinokio lagi..,Guru jgn ditipu..hati hati",Neutral
261,Ya jangan lupa satu korupsi dibersihkan dari Indonesia mohon-mohon 🙏🙏🙏🙏❤️❤️,Neutral
262,"Kalau kita menangis banyaklah bersifat  di sakiti, mungkin kehilangan, di marahi dll. 
Tapi sangat beda Bapak presiden Prabowo subianto Menangis karena takut Atas kepempmimpiannya tdk maksimal untuk rakyatnya sejahtera.
Rakyat indonesia akan selalu berdoa, bapak diberikan kesehatan dan kekuatan  menjadikan indonesia   maju Aaminn yarab'alamin",Neutral
263,Pak .. guru ngaji juga dong tolong,Neutral
264,"Alhamdulillah..setelah 10 tahun gak ada kenaikan gaji, pas jaman presiden prabowo bisa dinaikan gaji guru. Semoga Allah melimpahkan kemudahan kepada seluruh guru di Indonesia utk mengajari anak2 bangsa Indonesia. Aamiin Yaa Rabb",Neutral
265,"Terima kasih Bapak Prabowo semoga panjang umur, sehat selalu",Neutral
266,"Pak Prabowo Subianto presiden ku❤, untuk tenaga kesehatan naikkan juga Napa pak 😢",Neutral
267,"Perlu di ketahui tambahan 2 jt, hanya untuk guru yang lolos sertifikasi, PPG, dll",Neutral
268,"Terima Kasih banyak pak Presiden Prabowo Subianto atas perhatian, sempati, empati bagi dunia pendidikan di Indonesia. Guru telah dinaikkan kesejahteraannya dan sekolah-sekolah akan mendapatkan bantuan untuk pembangunan sarana dan prasarana. Dari unjung Utara NKRI di Kabupaten Kepulauan Talaud (Provinsi Sulawesi Utara) kami senantiasa berdoa semoga bpk. Presiden Prabowo Subianto beserta keluarga diberi kesehatan, kekuatan dan kesuksesan untuk memimpin NKRI selama 5 tahun kedepan dan bila masih Tuhan Allah perkenankan kami berharap bpk Presiden tetap menjadi bapak Bangsa Indonesia menuju kejayaan NKRI dimasa yang akan datang.",Neutral
269,👍👍👍👍👍👍👍,Neutral
270,Semoga sehat terus panjang umur bapaaaa❤,Neutral
271,"""Terima kasih Bapak Prabowo Subianto!""
🇮🇩🙏🏽",Neutral
272,"Sehat selalu Bpk Presiden Prabowo, Semoga semua y nyata sampai ke bawah ke desa²  ke seluruh pelosok tanah air , Amin",Neutral
273,"Se7  Pak Prediden Prabowo Subianto , tanpa guru dunia ini gelap , tanpa guru tidak ada pemimpin cerdas,terimakasih. ❤❤",Neutral
274,"Terimakasih  Pak Presiden Prabowo Subianto ,atas penghargaan  terhadap guru  seluruh Indonesia.",Neutral
275,Prabowo ❤ 🇮🇩,Neutral
276,Sehat selalu bapak presidenku,Neutral
277,Kesehatan ny enggk paa..,Neutral
278,❤❤❤,Neutral
279,Ratusan juta masyarakat Indonesia menangis haru bahagia mendengar pidato ini..,Neutral
280,"Terimakasih, Pak Prabowo. Semoga Bapak diberikan kesehatan serta umur panjang oleh Allah SWT. Amin.",Neutral
281,"Panglima Jemdral Sudirman,sekaligus pemimpin sebuah ponpes muhammdaiyah.",Neutral
282,Alhamdulillah gaji guru mmg jarus di tingkatkan tampa guru negeri ini gampang di jajah dan di bodohi negara lain ..sekolah adalah tempat menuntut ilmu dan guru yg membenahinya..guru harus di hormati dan di perjuangkan ..dan hapus UU ITE dari negeri ini krn gara2 UU ITE anak2 sdh berani melawan guru dan tidak takut pada guru padahal guru adalah sslah satu jslan kesuksesan siswa  tampa guru anak akan menjadi bodoh dan luntang Lantung tampa arah.o..ayo pak presiden yg terhormat dan terbaik saat ini tingkatkan lg kesejahteraan guru baik yg asn maupun non asn dan pegawai pns lsinnya harus di perhatikan kesejahteraan nya dari rakyat buat rakyat jg ❤❤❤❤❤,Neutral
283,"Mohon pknpresiden, perhatikan juga tata usaha nya juga. Bukan hanya guru yg di mamurkan.akan tetapi tata usaha sekolah baik honorer juga di sejahterakan pknpresiden.mohon kebijaksanaannya",Neutral
284,"Malaysia sjk Merdeka fokus utama ialah Pendidikan dan yg kedua ialah Kesihatan.  Pertahanan tidak diutamakan kerana dasar Malaysia bukan untuk berperang atau bermusuh dengan mana2 negara. Apabila rakyat berpendidikan tinggi, berilmu, negara akan menjadi maju & kelengkapan pertahanan bolih di bina sendiri tanpa 100% membeli.",Neutral
285,Semangat bpk prabowo💪💪💪👏👏👏,Neutral
286,Mntp ini baru presiden sejati,Neutral
287,Ini baru pemimpin yg mewakili hati raakyat.Brantas korupsi didesa2 pak.disemua instansi .sehat sll pak prabowo🤲,Neutral
288,semoga sehat selalu Pak Presidenku,Neutral
289,pak prabowo anda luar biasa,Neutral
290,Tapi gajih guru honorer yang naik hanya hanya yang ada sertifikat pendidik.tapi TDK semua guru honorer punya sertifikat pendidik BPK presiden.tolong di pikir kan BPK.dan solusi nya wslm.,Neutral
291,Saya JD semanggat mendenggar pak presiden pidato tak terasa air mata saya menetes semogga rakyat Indonesia maju dan bangkit lebih baik perekonomian Indonesia bangkit LG.karena saya karyawan toko yg merasakannya.dan bersyukur selalu masih bs bertahan bekerja.terimak Allah .merdekaaa indonesiaku❤,Neutral
292,"Semoga Bapak Presiden selalu sehat, kuat dan amanah. Terharu mendengar pidato Bapak Presiden. ❤",Neutral
293,"saya meskipun bukan guru, tp dlu adik saya prnh jd guru honorer di SD, dan ya allah betapa kasiannya sebulan hanya di gaji 450rb 😢 pdhl dia full selalu masuk mengajar sampai sabtu, skrg adik saya sudah ga jadi guru lg dia skrg kerja jadi karyawan pabrik kontrak di textil, cuma dri pengalaman adik saya, saya jdi mengerti betapa besarnya jasa guru tidak dihargai😢 saat tau berita ini bener2 ikut seneng bgt krna akhirnya ada kemajuan untuk penghasilan guru honorer🥺smoga anggarannya bener2 diperuntukkan buat mreka tidak ada yg mencurangi aamiin",Positive
294,Bpk peresiden  parobowo yg sangat mulia hati nya kar na dia melihat bergerak kerja dan merak yat yg sangat berpengalaman di segi bidang apapun benar benar  merak yat,Neutral
295,Saya sanggat setuju pak presiden.dan tolong kami BPK bagi orang tuanya yg berat atas biaya anak sekolah.,Neutral
296,"Sekali lagi pak, tolong diawasi penggunaan anggaran pendidikan tsb...",Neutral
297,nagihnya ke siapa,Neutral
298,Great appreciate,Positive
299,"Alhamdulillah, terimakasih pak Prabowo telah menghargai pahlawan kami. Saya sangat terharu..😢😢do'a terbaik untuk anda 🙏❤❤",Neutral
300,"Yg awalnya tpg itu 1,5 menjadi 2 jt maksudnya ?
Bukan di tambah 2 jt kan?",Neutral
301,Masyaallah pak Prabowo aku smpai nagis degan pidatoya🥺🥺 luar biasa👍👍,Neutral
302,"Menyala presidenku, sosok jendral nasionalis sejati, berhati lembut , kuat n hebat",Neutral
303,guru didesa saya rata2 sudah punya mobi dan rumah+kebun sawit,Neutral
304,"bicara tanpa text?? 

nah ini baru presiden ❤❤

3x saya pilih bapak, ternyata benar pilihan saya 😋😋

pertama jirrr gue nonton pidato presiden tanpa skip 🤣🤣",Neutral
305,"Terima kasih Pak Presiden, telah memperhatikan Kesejahteraan kami para Guru. Semoga Pak presiden, Wakil presiden, dan para Menteri semuanya dalam keadaan yang sehat walafiat dalam Perlindungan Tuhan yang Maha Esa 🙏",Neutral
306,Mentrinya yg tdk mau menaikkan gajinya asn dan p3k,Neutral
307,Ini baru presiden RI yang baik,Neutral
308,orang yang menangis ketika melihat orang Lain bahagia KARENANYA adalah orang TULUS.,Neutral
309,❤,Neutral
310,"Masa, alloh, makasih pa prabowo semoga panjang umur",Neutral
311,"Trimakasih ya Allah telah memberikan pemimpin yg rakyat indonesian idam idamkan,  salam pak president",Neutral
312,"Semoga selalu sehat pak presiden RI, dan jgn lupa untuk membersihkan pejabat korupsi, aparat penegak hukum yg nakal,agar menjadi sumber pendapatan negara kita. Agar bisa mensejahterakan rakyat",Neutral
313,Terima kasih bapak prabowo..ternyata satria telah  kembali memimpin bangsa semoga bapak sehat selalu,Neutral
314,"gara-gara video ini cek speed internet saya, hehe, ternyata yang ngelag rekaman videonya, hehe",Neutral
315,"My high gratitude for Mr President.. 
Saya sbg guru ASN yg mendekati usia pensiun sangat bersyukur dgn perhatian yg luar biasa thd kesejahteraan guru.,khususnya bersyukur thd perhatian utk guru2 non ASN.,krn sy pun bertahun tahun pernah jd guru honorer yg bergaji hanya cukup utk seminggu.  Tp Tidak pernah ada kata Pantang Menyerah,  krn terlanjur mencintai dan menyayangi murid2
Betapa sulitnya dulu kami para guru mengatur keuangan dr gaji (aplg sblm ada sertifikasi)  utk membiayai keluarga khususnya utk biaya oendidikan aplg ketika mereka mulai kuliah.  Namun walau gaji sebulan hanya cukup utk seminggu atau dua minggu... Namun hampir tidak ada guru2 yg mengundurkan diri ,sekali menjadi guru. tetaplah menjadi guru hingga pensiun.,Krn rezeki Allah maha luas,  tdk bisa dihitung diatas kertas.  dan di th 2025  Insya Allah Allah memberikan rezeki tambahan melalui Kebijakan Bapak Presiden Prabowo",Positive
316,"Ya Allah lindungilah serta berkatilah beliau dimana pun dia berada, sehatkan serta panjangkan umurnya.. aamiin..",Neutral
317,"Ya Tuhanku, berikan kesehatan dan panjang umur kepada beliau bapak Presiden kami Prabowo Subianto ❤",Neutral
318,Ya Allah panjangkan umur bapak Presiden Prabowo dalam keadaan sehat dan usia yang berkah.  Aamiin..,Neutral
319,baru kali ini saya melihat politik adalah sebuah harapan.,Neutral
320,"Jgn cmn guru pak.utk skrng ini alangkah baiknya fokus ke yg sluruh honorer pak trmsuk teknis,nakes.ribuan hingga jutaan suara tenaga honorer teknis maupun nakes butuh perhatian.harusnya tak perlu ada paruh waktu.baiknya dana utk tambahn itu alihkn ke honorer agar smua penuh waktu",Neutral
321,gk brmnfat sm skl,Neutral
322,Hormat saya  buat bapak president indonesia,Neutral
323,"Tahun 2025  koruptor akan lenyap dr indonesia selanjutnya GURU, petani, dn nelayan akan hidup makmur❤❤",Neutral
324,Pak WOWO lagi Ngefrank Para Guru Seluruh Indonesia 😂😂,Neutral
325,Berapa kali gagal menjadi presiden. Tapi siapa sangka inilah Presiden yang benar benar kita tunggu.,Neutral
326,Baru menjabat tapi sudah menunjukan hal yang benar benar luar biasa.... Presiden terbaik,Neutral
327,"Masih belum yakin bisa berjalan semestinya..

Maaf.. 😅",Neutral
328,Nunggu 10 th..akhirnya ber kepala 4. Juga...hemmm nasib 2.,Neutral
329,Yng 2 priode. Onoh. Gmna ya😢. Gaada prihatin dengan guru honorer dan lain nya,Neutral
330,baru kali ini ada 1 presiden indonesia yang peduli terhadap para guru pak prabowo semoga sehat selalu kami para guru sangat bangga terimakasih bapak,Neutral
331,اللهم صل على سيدنا محمد وعلى ال سيدنا محمد.,Neutral
332,Cak imin disorot mulu 😂😂😂,Neutral
333,"Bantuan bagi org miskin paling utama, jgn yg sudah PNS di naikkan gajinya",Neutral
334,Gaji TNI juga harus naikkan gaji. TNI kan taruhan nyawa,Neutral
335,"Pak presiden, jgn terlalu cepat buat keputusan, soalnya banyak guru² sekarang cuma mkn gaji buta. Gk serius mengajari anak² sekolah",Neutral
336,I love bapak wowo ku❤,Positive
337,"Kami gk setuju, gaji guru² di naikkan. Soalnya gk serius mengajari anak² sekolah. Gaji buruh lah di naikkan",Neutral
338,"Terima kasih pak prabowo, pak saya mau tnya suami saya krja supir di PT, tpi blm karyawan tpi kerjanya sminggu krja trus gk bleh istirahat in hikumnya gmna ya pak presiden😢",Neutral
339,TERIMA KASIH PAKPERSIDEN ATAS KEBESARAN HATI INGIN MENBERIKAN TUNJANGAN KEPADA SEMUA GUTU AMIIN,Neutral
340,"MaSyaAllah,TabarokaAllah air mata Bapak Presiden adalah air mata ketulusan semoga Allah SWT selalu menjaga Bp Presiden Bapak Jendral Prabowo",Neutral
341,Menit brp nangisnya,Neutral
342,"Kalau kenaikan gaji buruh,ngadu sama siapa ya",Neutral
343,"Terimakasih bapak Presiden atas perhatian dan kasih sayang nya kepada guru guru Indonesia,semoga bapak Presiden Prabowo terus sehat Walafiat selalu dalam lindungan Allah SWT.",Neutral
344,mantap presiden RI Pak Prabowo...👍👍,Neutral
345,"Bagaimana dengan kami SATPAM, jendral?",Neutral
346,"Terimakasih pak Prabowo , semoga Allah membalas kebaikan anda, Aamiin ❤",Neutral
347,"Trm kasih Bapak presiden Indonesia, sudah menghargai guru.",Neutral
348,Woow kren Bapak presiden,Neutral
349,Hebat bapak peresiden Kita.,Neutral
350,CENGENG,Neutral
351,Pak semoga ditangan bapak bangsa Indonesia insya Allah menjadi bangsa yg lebih sejahtera dan maju,Neutral
352,"Gue pikir hape gue yg ngelag, taunya video aslinya memang begitu😂",Neutral
353,Aamiin YRA. Semoga sukses sll Bapak presiden Indonesia dan panjang umur yg berokah.,Neutral
354,Tidak sia2 aku pilih bapa prabowo. Sehar selalu pak prsidenku,Neutral
355,Guru ngaji seharusnya dapat gaji pak presiden,Neutral
